[syn]	d0s	top	d0t
wn30instances:synset-cannon-noun-5	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-canon_law-noun-1	dul:InformationEntity	wn30instances:synset-law-noun-1	coll:InformationCollection
wn30instances:synset-canopy-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-canthus-noun-1	d0:Location	wn30instances:synset-corner-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-canvas-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-cap-noun-5	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-capability-noun-2	dul:Situation	wn30instances:synset-susceptibility-noun-1	dul:Situation
wn30instances:synset-capacity-noun-3	d0:Characteristic	wn30instances:synset-volume-noun-1	dul:PhysicalAttribute
wn30instances:synset-capacity-noun-8	d0:Characteristic	wn30instances:synset-ability-noun-2	dul:Quality
wn30instances:synset-cape-noun-1	d0:Location	wn30instances:synset-land-noun-4	dul:PhysicalPlace
wn30instances:synset-capital-noun-8	d0:Location	wn30instances:synset-top-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-capitalist-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-capsaicin-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_irritant-noun-1	dul:FunctionalSubstance
wn30instances:synset-captor-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-capture-noun-2	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-capture-noun-3	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-car_pool-noun-1	dul:Collection	wn30instances:synset-set-noun-5	dul:Collective
wn30instances:synset-caravan-noun-1	dul:Collection	wn30instances:synset-procession-noun-2	dul:Collective
wn30instances:synset-carbon-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-carbon_atom-noun-1	dul:PhysicalObject	wn30instances:synset-atom-noun-1	dul:ChemicalObject
wn30instances:synset-carbon_disulfide-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-carbonyl-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-carbonyl_group-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-carboxyl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-carcase-noun-1	dul:PhysicalObject	wn30instances:synset-body-noun-3	dul:PhysicalBody
wn30instances:synset-cardiovascular_disease-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-careerism-noun-1	dul:Description	wn30instances:synset-practice-noun-1	dul:Method
wn30instances:synset-cargo_area-noun-1	d0:Location	wn30instances:synset-enclosure-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-carload-noun-1	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-carpet-noun-2	dul:PhysicalObject	wn30instances:synset-natural_object-noun-1	dul:PhysicalObject
wn30instances:synset-carriage-noun-3	d0:Characteristic	wn30instances:synset-bodily_property-noun-1	dul:Quality
wn30instances:synset-carrier-noun-11	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-carrion-noun-1	dul:PhysicalObject	wn30instances:synset-body-noun-3	dul:PhysicalBody
wn30instances:synset-case-noun-4	dul:Situation	wn30instances:synset-fact-noun-1	dul:Situation
wn30instances:synset-case-noun-6	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-cash_machine-noun-1	dul:PhysicalObject	wn30instances:synset-machine-noun-1	dul:PhysicalAgent
wn30instances:synset-cashier-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-cashmere-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-cast-noun-1	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-cast-noun-3	d0:Location	wn30instances:synset-solid-noun-3	dul:SpaceRegion
wn30instances:synset-caste-noun-1	dul:Role	wn30instances:synset-status-noun-1	rol:Status
wn30instances:synset-caste-noun-4	dul:Collection	wn30instances:synset-animal_group-noun-1	coll:AgentCollection
wn30instances:synset-catalyst-noun-1	dul:PhysicalObject	wn30instances:synset-activator-noun-1	dul:FunctionalSubstance
wn30instances:synset-cataphatism-noun-1	dul:InformationEntity	wn30instances:synset-religion-noun-1	coll:InformationCollection
wn30instances:synset-catchall-noun-1	d0:Location	wn30instances:synset-enclosure-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-catchall-noun-1	dul:PhysicalObject	wn30instances:synset-enclosure-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-catcher-noun-2	dul:Person	wn30instances:synset-position-noun-9	dul:Person
wn30instances:synset-catchment-noun-1	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-catenary-noun-1	d0:Characteristic	wn30instances:synset-curve-noun-1	dul:Quality
wn30instances:synset-cause_celebre-noun-1	d0:Event	wn30instances:synset-incident-noun-1	dul:EventType
wn30instances:synset-cause_of_death-noun-1	dul:PhysicalObject	wn30instances:synset-causal_agent-noun-1	owl:Thing
wn30instances:synset-causing-noun-1	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-caustic-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-cavalcade-noun-1	dul:Collection	wn30instances:synset-procession-noun-2	dul:Collective
wn30instances:synset-cave-noun-1	d0:Location	wn30instances:synset-geological_formation-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature>
wn30instances:synset-cavern-noun-1	d0:Location	wn30instances:synset-enclosure-noun-3	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-cavity-noun-2	d0:Location	wn30instances:synset-space-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-celebrant-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-celiac_disease-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-cell_wall-noun-1	d0:Location	wn30instances:synset-layer-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-cellularity-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-cement-noun-2	dul:PhysicalObject	wn30instances:synset-building_material-noun-1	dul:FunctionalSubstance
wn30instances:synset-cementite-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-cemetery-noun-1	d0:Location	wn30instances:synset-site-noun-1	dul:Place
wn30instances:synset-censor-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-center-noun-1	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-center-noun-11	d0:Location	wn30instances:synset-place-noun-2	dul:SpaceRegion
wn30instances:synset-center-noun-16	dul:Person	wn30instances:synset-position-noun-9	dul:Person
wn30instances:synset-center-noun-18	dul:Person	wn30instances:synset-position-noun-9	dul:Person
wn30instances:synset-center-noun-6	d0:CognitiveEntity	wn30instances:synset-object-noun-4	conc:InternalRepresentation
wn30instances:synset-center_field-noun-2	dul:Person	wn30instances:synset-position-noun-9	dul:Person
wn30instances:synset-center_of_curvature-noun-1	d0:Location	wn30instances:synset-center-noun-4	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-center_of_gravity-noun-1	d0:Location	wn30instances:synset-center-noun-4	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-center_of_mass-noun-1	d0:Location	wn30instances:synset-center-noun-4	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-centerpiece-noun-1	dul:PhysicalObject	wn30instances:synset-feature-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-centerpiece-noun-2	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-central-noun-1	d0:Location	wn30instances:synset-workplace-noun-1	dul:Place
wn30instances:synset-centrality-noun-1	dul:Description	wn30instances:synset-position-noun-7	dul:Relation
wn30instances:synset-centralization-noun-2	dul:Collection	wn30instances:synset-gather-noun-2	coll:AgentCollection
wn30instances:synset-centrifugation-noun-1	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-century-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-ceramic-noun-1	dul:PhysicalObject	wn30instances:synset-instrumentality-noun-3	dul:DesignedArtifact
wn30instances:synset-cerecloth-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-ceremony-noun-2	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-ceremony-noun-3	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-certainty-noun-1	dul:Situation	wn30instances:synset-cognitive_state-noun-1	dul:Situation
wn30instances:synset-certainty-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-chain-noun-2	dul:PhysicalObject	wn30instances:synset-unit-noun-5	dul:PhysicalObject
wn30instances:synset-chalaza-noun-1	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-challenge-noun-1	dul:Situation	wn30instances:synset-situation-noun-1	dul:Situation
wn30instances:synset-challis-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-chamber-noun-1	d0:Location	wn30instances:synset-enclosure-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-chambray-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-chameleon-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-champerty-noun-1	dul:Situation	wn30instances:synset-wrongdoing-noun-2	dul:Situation
wn30instances:synset-change-noun-4	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-change-noun-6	owl:Thing	wn30instances:synset-thing-noun-8	owl:Thing
wn30instances:synset-change_of_direction-noun-1	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-change_of_integrity-noun-1	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-change_of_location-noun-1	d0:Event	wn30instances:synset-movement-noun-3	dul:Event
wn30instances:synset-change_of_magnitude-noun-1	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-change_of_shape-noun-1	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-change_of_state-noun-1	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-changeableness-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-changelessness-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-changer-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-channel-noun-4	d0:Location	wn30instances:synset-body_of_water-noun-1	dul:PhysicalPlace
wn30instances:synset-chapter-noun-2	d0:Event	wn30instances:synset-phase-noun-1	dul:EventType
wn30instances:synset-chapter-noun-5	d0:Event	wn30instances:synset-episode-noun-1	dul:EventType
wn30instances:synset-character-noun-3	d0:Characteristic	wn30instances:synset-trait-noun-1	dul:Quality
wn30instances:synset-characteristic-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-characteristic-noun-4	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-charcoal-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-chariot_race-noun-1	dul:Collection	wn30instances:synset-race-noun-2	coll:GeneticCollection
wn30instances:synset-charm-noun-3	dul:PhysicalObject	wn30instances:synset-object-noun-1	dul:PhysicalObject
wn30instances:synset-charmer-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-chart-noun-1	dul:InformationEntity	wn30instances:synset-visual_communication-noun-1	dul:InformationRealization
wn30instances:synset-checkpoint-noun-1	d0:Location	wn30instances:synset-stop-noun-5	dul:Place
wn30instances:synset-cheilosis-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-chelation-noun-1	dul:Process	wn30instances:synset-process-noun-6	dul:Process
wn30instances:synset-chemical-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-chemical_agent-noun-1	dul:PhysicalObject	wn30instances:synset-agent-noun-3	dul:FunctionalSubstance
wn30instances:synset-chemical_process-noun-1	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-chemical_property-noun-1	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-chemistry-noun-2	dul:PhysicalObject	wn30instances:synset-substance-noun-1	dul:Substance
wn30instances:synset-chenille-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-chess_set-noun-1	dul:Collection	wn30instances:synset-set-noun-1	dul:Collection
wn30instances:synset-chiffon-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-child-noun-3	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-childhood-noun-2	dul:Situation	wn30instances:synset-immaturity-noun-1	dul:Situation
wn30instances:synset-childishness-noun-1	d0:Characteristic	wn30instances:synset-youngness-noun-1	dul:Quality
wn30instances:synset-childlessness-noun-1	dul:Situation	wn30instances:synset-situation-noun-1	dul:Situation
wn30instances:synset-chink-noun-3	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-chino-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-chintz-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-chip-noun-2	dul:PhysicalObject	wn30instances:synset-float-noun-6	dul:PhysicalObject
wn30instances:synset-chirp-noun-1	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-chirrup-noun-1	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-chloride-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-chlorine-noun-1	dul:Collection	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-chlorine-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-chloropicrin-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-chock-noun-1	dul:PhysicalObject	wn30instances:synset-block-noun-1	dul:PhysicalObject
wn30instances:synset-choir-noun-2	dul:Collection	wn30instances:synset-set-noun-1	dul:Collection
wn30instances:synset-choking-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-chondrite-noun-1	dul:PhysicalObject	wn30instances:synset-rock-noun-1	dul:PhysicalBody
wn30instances:synset-chopping_block-noun-1	dul:PhysicalObject	wn30instances:synset-block-noun-1	dul:PhysicalObject
wn30instances:synset-chord-noun-1	d0:Location	wn30instances:synset-straight_line-noun-1	dul:SpaceRegion
wn30instances:synset-chorus-noun-1	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-chosen_people-noun-1	dul:Collection	wn30instances:synset-people-noun-1	coll:AgentCollection
wn30instances:synset-chromatin-noun-1	dul:PhysicalObject	wn30instances:synset-body_substance-noun-1	dul:FunctionalSubstance
wn30instances:synset-chromatography-noun-1	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-chromogen-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-chromophore-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
